temperature,pressure,error
1,1.016316133122225,0.8882448275621777
2,0.9641213410402298,1.722544246676062
3,1.00048782389431,2.576578762553957
4,0.8873898659718213,3.2048389828265496
5,0.9494060416344232,3.1799951234041184
6,0.99700112153496,4.089072953063953
7,0.9818300268150668,4.180982775483385
8,1.0219089613063104,5.885158361973343
9,1.039194590363015,4.647376165824025
10,1.0557353810179502,5.258563483797424
11,0.9399152929471938,5.330535380448966
12,0.8975879223938334,5.858247751445708
13,1.3955584733450654,4.73121121977907
14,0.9925584149317668,5.820213136229499
15,0.8841193260811401,6.23095084186993
16,0.7976796161755833,4.886789899852227
17,0.7679542093168845,7.291420825096154
18,1.120074511144717,8.302865085632964
19,0.7930032111079066,9.424484070856696
20,1.197197359324513,8.063475038796408
21,1.69258545215,8.917880379651656
22,0.7277334239754614,8.591664283806027
23,0.9216688092436144,18.286202198565583
24,-0.1262165133846193,22.991081588936925
25,1.1394627297990036,19.972769573662983
26,2.932849398868317,24.673666513512615
27,-0.2773667668865094,23.882960893730058
28,1.712170112050565,21.025401797952615
29,2.6378935268042,33.42332631804903
30,1.171031706991587,24.396044828641543
31,1.3610837727110654,23.610730525584405
32,1.579002159751255,14.453681032606209
33,1.6617615882757997,20.9222105251775
34,0.2914573688654329,13.761674310589772
35,1.0124107900193182,14.50902110779473
36,1.812135081978131,15.829010936601676
37,1.3230513036504623,11.43571186206906
38,1.2087770607604496,14.051847798551393
39,1.4782087547351164,12.479945232773703
40,1.5146645890831014,15.78188963072262
41,1.03959649709557,15.076244441207464
42,1.2870475468292857,11.699239019759265
43,1.5466371962649963,15.43165459532939
44,2.035904598260199,11.306373402615348
45,0.4239635899426324,16.81538664038803
46,0.6266712489478333,19.26518231063417
47,1.3399574619446009,15.916468500038794
48,1.5655506345205994,15.968490912688438
49,0.8957836237932356,26.86349351774251
50,1.3711623538645863,15.707486040124635
51,1.5858827374988658,20.056244084084643
52,0.5274485665328643,14.690250523075074
53,0.6954989622198596,19.751534695167603
54,2.408251533067463,17.03176594809092
55,1.506889881185102,22.50638112544228
56,0.2492565730640664,18.3771292254152
57,2.3765719536295005,21.073798257884487
58,-0.2290372693616317,20.424615697939423
59,1.4950504036452006,22.182902100559417
60,0.2391073879205204,14.142500902860974
61,0.5904136621973023,16.0348255552121
62,2.4873613339554983,24.913012833890207
63,-0.0645949336413125,10.766316728121357
64,-0.4976136265543367,20.60972328102821
65,0.8194838949419995,21.76618899351373
66,0.9136536495599968,16.940888677200807
67,0.5470245285500284,20.6360982340998
68,1.3803525262163996,14.662376890479385
69,1.6350851918646332,21.964938787387563
70,1.51202173237683,18.28380695177178
71,1.3519635987402956,23.937498428450045
72,-0.2980584904167652,17.46069389734164
73,1.405412056499821,24.282652664245575
74,1.0378982372067695,21.563270148215857
75,1.6849155728564578,19.77130841416231
76,-0.2573274025692308,19.70578031934906
77,0.4779183269574709,22.25156033300176
78,0.0797196839801787,23.87056407465446
79,2.194773991789406,25.610173302960128
80,2.427551617535199,20.34512705384681
81,4.1758475929147005,28.00374071127409
82,3.797396429563967,26.326312699473927
83,3.738151587718497,21.927803468572048
84,1.544817071512166,29.92594101661129
85,-2.2939756100722617,30.220228732998677
86,0.6870664100100647,31.60472620967369
87,2.6378114803478696,30.841004124023204
88,3.882599568308266,39.272232157222085
89,6.343069086794964,47.91291315623152
90,-1.0261203533673022,46.26382567437733
91,-1.749554714248766,40.3064793047141
92,1.8737871323240356,31.467427571143435
93,1.4339213148915388,59.49653120280137
94,2.268379516456032,34.213690154609026
95,8.686430664124241,55.261121814026765
96,2.1708482392784045,43.058042501172615
97,1.8003447989754175,43.41076682320176
98,1.6348317605090334,38.62679064675354
99,5.4594868445623765,32.54387481766868
100,-0.0168170645968729,48.93441100850585
101,-1.5600231789732624,37.21239447090446
102,-0.9270740597028024,42.60719402548297
103,1.700297803134188,41.5979385645909
104,0.2359574431543995,53.42807418687252
105,-1.7453805932323447,52.792844091467
106,1.807061754354396,43.69056221535328
107,3.36773384728637,56.51117087489561
108,3.403775078270136,25.5798799487809
109,2.4442219196522954,46.155617662016205
110,-1.852758219329701,36.30192728309413
111,0.5970949080090855,35.86431069650858
112,0.7285236744590688,26.718686827930792
113,6.330636154403922,53.364157783335706
114,-8.121159306947876,62.5917806946114
115,0.8384819013831036,39.55261708297174
116,3.272154261409767,35.29134254357169
117,-1.5281241322638894,43.67590175237447
118,1.4002147889730734,39.43099517711675
119,3.837273166060669,24.59631016403616
120,1.6407406743429358,40.93529638341491
121,2.2938935197365344,28.095228916226358
122,-0.6304189940948972,31.12397844439669
123,-0.3957155998698008,46.404634329293394
124,1.5778773324203328,53.89284973322265
125,2.933356079147873,57.409848688814336
126,0.1000599007260335,30.48351769114347
127,-0.8342909628774396,36.589658327429646
128,2.744101243832081,21.86187805038062
129,2.060576846348799,33.59593227080504
130,3.159321069011894,43.87701146956294
131,3.0039708474537026,39.01270649792536
132,4.060321917958835,45.82020396384788
133,-6.685448270430039,38.89257928053316
134,-0.0044856476001082,34.72018951414706
135,1.6706296204881186,35.99035627611084
136,3.7074462056560495,30.423540786777128
137,5.240951899177858,49.4353299984803
138,1.9449693622001976,31.075300309020605
139,2.5729661400470314,40.31894354987409
140,2.5247058214795755,44.90319403354859
141,1.3862156597012645,37.374882659702266
142,7.172407653454299,31.963961932005795
143,-0.8205866906024025,36.28473581850778
144,-1.3657871763293823,39.43140661635452
145,3.5634150751799303,41.87832964861721
146,-4.286269386880002,37.15461547408273
147,7.224496366773609,31.12482456559224
148,4.70763491273597,43.318818421367375
149,0.3233284219991333,34.7345806514286
150,-1.2423750538206049,27.682926710367248
151,4.381232783060833,39.1460295190552
152,4.847926501290035,33.24742274257656
153,2.564776142891484,32.13862554895104
154,3.5833724108942318,38.79522313398958
155,2.327682716135712,39.68535504911656
156,7.223268580892958,40.6441146606278
157,3.1422863003217247,32.48058159861596
158,-3.81009365613762,32.99937812125704
159,0.6745301454395308,33.201660704130326
160,-0.1141776894018706,42.46206898749593
161,-0.3649861437626707,40.77456877968479
162,0.5102658767307031,44.12470795322131
163,3.597694033503033,43.10242372057029
164,0.7190384209886018,31.183041295741035
165,-0.1177191790863578,38.213712192323705
166,0.7111695473731536,37.53091781561356
167,4.162010241283323,45.91547975440596
168,5.383768365482664,45.04202247714746
169,-2.8637298070807007,45.21363763308904
170,2.0929672247150632,40.695735917944106
171,3.727496114883534,48.784362541252094
172,3.4634587897244646,45.78876921469404
173,2.929227779418288,41.161252381244175
174,-3.4985832674942188,34.194682949529174
175,-0.6669855796973638,46.56587110073276
176,0.4023375875299602,41.09596716640199
177,-2.376506587921733,47.65367140484789
178,-0.9131811280135944,36.1415262946682
179,-3.265951904883385,33.31193437233751
180,-1.2848623263651655,31.280981823987688
181,5.207541455433335,21.165881454109485
182,-4.704786690285295,48.01794163365866
183,1.6669207108788973,48.978005073496895
184,-0.9569994281792652,38.77241371387733
185,-1.2866230805408394,46.71920830150462
186,1.9553674676261967,43.51018200457757
187,4.887363862572135,49.48516552463607
188,4.713042752759906,52.38231861425072
189,0.0458769520340002,50.3318310131076
190,-2.059105829087609,46.852420821737006
191,0.7560655345315701,49.38169914732279
192,-1.6045163108240033,40.223125363592125
193,1.7981972236446335,49.92763151618031
194,1.4161333071681292,49.85787416383196
195,1.568014399903642,51.61490838293099
196,3.745384657397837,48.59528128157515
197,0.5150543352062673,44.22744490819751
198,-1.795565796789495,50.689117572874906
199,-3.650464251358315,46.82163727192285
200,0.9815358770579689,49.089900204965424
201,1.0533339960742722,49.84388698908748
202,-2.025448475813302,50.82848027131808
203,-1.155251740000528,52.24829876707729
204,2.574375366341534,51.00380226397397
205,-1.3710358407711485,49.778039599647286
206,3.865429283790753,47.35265917019891
207,1.2637561236484995,41.28653226378768
208,3.2430076329891784,40.49970830225515
209,-3.843759710778903,34.218918484914504
210,-2.274579763284437,39.32393918193095
211,1.370475248476703,51.55275752583693
212,3.997719141748501,53.21161285376918
213,1.3329315464044034,54.40454506962914
214,1.1709661419643356,54.78114814782153
215,-3.092320319965603,49.28024109313096
216,-1.2497941931660272,53.64194509370002
217,0.1592826584381357,44.33704465224813
218,-1.4872142659651053,41.39917743674454
219,0.5382505175700641,54.77687740072884
220,-3.3896669828406054,54.803652929003206
221,2.734196051456062,57.06131644120742
222,1.0102177810634652,51.2442907884796
223,7.043512885750371,54.5289099792603
224,-1.5864774299601083,54.97409404645508
225,3.859593589769599,48.37135709630185
226,1.0948818670672316,55.3065672921846
227,-2.854488422319553,55.80920805704501
228,-0.8083894988643597,59.96879526814232
229,-3.292701657916063,54.43447617998819
230,-0.6239623048146372,58.76328797987211
231,5.65620520257434,56.56216828497424
232,1.9773861468990936,54.038270723806335
233,3.3136228703879995,58.15086752939133
234,-2.819596543276257,60.51492883002493
235,-1.3328336709306985,58.05260376736941
236,4.28095782306721,59.1166014200906
237,3.2541381890218344,59.31664598529125
238,1.431679449788533,59.90802485249488
239,-0.382556854897169,61.92240734043214
240,-0.6375044310821434,53.38262482613936
241,3.069695285022041,54.13633640866909
242,4.632749988679738,58.92293929193476
243,2.671642271135072,60.67673545171331
244,3.93472443087206,59.81521540417203
245,1.1023682356352626,60.937483570189954
246,3.197428706474395,61.83388182078989
247,-5.504669246875058,59.634362759228544
248,4.2306133252765,57.54636341925308
249,3.358875899113668,55.669238695304585
250,4.548893516050733,61.5760734960906
251,0.2415691015029981,62.58741238623324
252,0.9816246817562676,60.817325664627056
253,-0.7521634869921691,63.38918964235004
254,-3.2389703170461,57.254098699996206
255,-5.959090682643866,41.24380005073898
