temperature,volume,error
124,35775.46873776667,4.033963014136259
125,35784.2588296,4.464389687102603
126,35811.22286153333,2.648956457431681
127,35792.9374694,2.9700138183927227
128,35769.109076299996,1.992207450914208
129,35791.089006300004,2.5936716227302528
130,35813.745227366664,3.6909566408582806
131,35779.460753800005,3.5389092620635094
132,35780.75431923333,3.5078728267189505
133,35800.09540333333,3.0572370399556728
134,35812.062008333334,2.548481144846069
135,35822.728556266666,2.8419717220322864
136,35782.33863503333,2.9133530508458305
137,35756.13447983333,3.448771453652662
138,35809.137569,2.4088145756275052
139,35811.5502041,2.8753434292265667
140,35787.08860323333,3.142658551059754
141,35769.248468966674,3.5740859335377038
142,35795.67398683333,2.863409171656989
143,35813.2433533,2.5989984992746615
144,35840.772379333335,3.0584099188664085
145,35829.05586560001,3.7995293017714373
146,35820.0969666,3.3252753176162413
147,35830.43780966666,2.8306703502502137
148,35856.530700300005,3.1170775670366218
149,35828.443859833336,2.9672220821395667
150,35831.417868866665,2.189173982924069
151,35791.189685866666,3.24839176015079
152,35859.00712473334,2.377373934229663
153,35785.2796445,2.118854969781128
154,35854.12834823333,3.4683745609207333
155,35819.237343266665,2.6944903985450495
156,35812.7707192,3.707583805356544
157,35818.750307233335,2.07597279431562
158,35863.520988899996,2.751279296519311
159,35802.206996,3.2168478555373246
160,35828.36020066666,4.069629689442334
161,35803.16872943333,4.273176601489582
162,35828.6556307,4.018120087232508
163,35839.3281345,3.589214452192473
164,35840.57510606667,2.399611362097844
165,35848.95954080001,3.4338855179007983
166,35811.0513465,2.6243769220677793
167,35828.35827666667,4.38481853148173
168,35815.12395249999,4.117270742299958
169,35800.021986566666,4.034989969114841
170,35837.78881,2.97979221869675
171,35860.658939,4.631341916227692
172,35864.672441099996,4.207100565839847
173,35825.755278766665,3.234027712849396
174,35860.24300359999,2.90251790974539
175,35834.686886166666,4.309623583504692
176,35852.14427336668,3.6865592143000563
177,35874.46750433333,4.424884117430508
178,35814.1509011,2.497072960562804
179,35814.67385786667,2.527297366667699
180,35868.689757466665,2.6935150694999463
181,35760.454665,2.210014739221887
182,35812.49102023333,4.1817368053310835
183,35825.57660953333,4.485873343553308
184,35846.4789647,3.3131433601362463
185,35860.42068126667,4.309665536754236
186,35866.4912768,3.7085334844891635
187,35785.9988667,4.70509027397536
188,35830.917551800005,4.804812660156401
189,35880.1097373,4.681890008716562
190,35859.32459793333,4.43866205007421
191,35876.195908300004,4.641156138957845
192,35922.92044166667,3.5865402807660125
193,35884.4032163,4.658457828355251
194,35909.53048433334,4.2525197482138255
195,35905.21205873333,4.844037513780971
196,35851.594279,4.522401306365555
197,35881.431888466665,4.043039886246434
198,35876.257965000004,4.790082788551615
199,35864.2887276,4.3097091814434005
200,35900.030532933335,4.4122851811338615
201,35862.90248866666,4.317414338738926
202,35883.57389806667,4.762152297716457
203,35878.843775400004,4.864811816751841
204,35914.73834093334,4.810275276427643
205,35896.79514086667,4.601649297634361
206,35927.514541599994,4.485745148787208
207,35916.5778033,3.234396074044076
208,35885.781063966664,3.139615298179181
209,35852.0904633,2.77015169013432
210,35907.3627261,3.683083504558025
211,35867.69375033333,4.819604434252253
212,35821.1182669,5.098870614394668
213,35891.43775546668,5.101445862998011
214,35935.644972133334,5.118886881186446
215,35866.50289223333,4.077948473058585
216,35911.01651246667,4.998317047189469
217,35923.8166734,3.9837794202047703
218,35862.0223817,2.946733259086268
219,35904.338272299996,5.143661272221226
220,35938.66948700001,5.324711910863785
221,35845.65562103334,5.318803685337007
222,35919.9136703,4.7111188224189835
223,35944.11122556667,4.907416425950466
224,35911.57255203333,4.806960505896757
225,35850.697477300004,4.171787517435404
226,35898.5498487,5.117554000712612
227,35894.003403266666,5.096019105864154
228,35940.50491536666,5.657691042031757
229,35892.54545683334,5.180913036819867
230,35846.32307726667,5.296000987974924
231,35900.394776366666,5.054500590881299
232,35969.181562100006,5.085643670553436
233,35936.922571966665,5.5709254752716975
234,35934.28225216666,5.752938892502167
235,35854.916730066674,5.913515379360721
236,35958.333933366666,5.751033431508462
237,35929.1360775,5.450414475626425
238,35882.664353433334,5.899390028304519
239,35914.4584226,5.767234770401907
240,35933.44970616666,5.013443200235597
241,35902.39146323333,4.832748203998806
242,35934.843268666664,5.482229411670491
243,35934.53853103334,5.783073304582142
244,35918.8103154,5.603390320510614
245,35945.654972933335,5.4861066294589715
246,35939.638306333334,5.837000314081984
247,35930.50239983333,5.63476287105906
248,35872.408896266665,5.5842681663811975
249,35934.55007786667,5.217851811139689
250,35859.9039132,5.9597775904845065
251,35880.41498293333,5.774308669178537
252,35929.293302566664,5.749936778585916
253,35894.8928875,5.974657752281487
254,35922.1073456,5.217815071603351
255,35947.7619912,4.14421924579602
256,35961.205194199996,5.99747942064262
257,35922.92720566667,5.305446465455381
258,35937.525290633326,5.850487791693344
259,35864.80488766667,6.057898417324901
260,35909.349340466666,6.223515759640314
261,35948.70791826667,5.821951349261073
262,35958.32756936667,5.377452829102412
263,35883.768563733334,7.634143313044028
264,35941.445201133334,5.517627124311799
265,35851.25283996666,5.596762474465316
266,35967.86553433333,5.46351009395357
267,35967.02263726666,6.278052568947386
268,35985.6555017,6.140384944163668
269,35865.5798622,5.742749575351874
270,35922.26971843333,6.164027309585625
271,35983.32883456667,6.014844301737489
272,35991.711372966674,5.896903389197489
273,35882.2044285,6.003580354843034
274,35968.4471622,6.508110711744981
275,35844.1200752,6.133918487285528
276,35974.10986890001,5.383188889176481
277,35947.134589266665,6.2655616804607135
278,35957.33372296667,6.004334287121586
279,35969.84388543333,5.998326269161632
280,35952.40714936666,6.009861925973128
281,35975.102917833334,6.416133710001558
282,35933.539371966675,6.224392296539858
283,35890.36563526667,6.3985400055698225
284,35996.916722500006,6.480352730483664
285,35961.960676966664,6.12392990752543
286,35987.91019723334,6.6633980654567875
287,36020.96542189999,6.536707257148316
288,36010.09083283334,6.770864688152916
289,35950.73498876667,6.701350601487029
290,35994.11325573333,6.168305695142249
291,35888.030458,6.521827109491791
292,35913.66853073334,6.4306793938241515
293,35860.744739266665,6.916226658624358
294,35810.698753966666,6.201250711908579
295,35668.470551,6.2230819657952665
296,35947.38521176666,5.9390803976825355
297,35937.97766599999,6.524805228825061
298,35939.495053700004,6.29255645029447
299,36005.949249833335,6.1341535345988785
300,35944.5739638,6.8050514139524765
