temperature,Cp,error
1,4.12590801853597,0.03368845938257116
2,2.9961889227651217,0.02446418785237455
3,3.626581001439821,0.029611403408833534
4,3.7796567540142094,0.030861282526325026
5,4.580928053365551,0.03740374433142267
6,4.136228923688194,0.033772730624792274
7,3.9100640599713214,0.03192607146737504
8,3.355507310923596,0.0273980591045948
9,2.736236778232821,0.022341652104329413
10,4.425206244843249,0.036132259897495425
11,3.319732325595603,0.027105952704083763
12,3.09125508017464,0.025240412714431483
13,4.418793597489671,0.036079899978433916
14,2.9836835510438084,0.024362080218029637
15,3.636541439519925,0.029692731400680836
16,4.654955301981508,0.038008184359411244
17,4.942686913664641,0.040357542287344034
18,3.5768827226555446,0.02920561189853179
19,2.316631300255377,0.018915530620757556
20,2.252383363748068,0.018390939672603433
21,2.0117033999273115,0.01642576324381544
22,2.070699729088945,0.01690747428287727
23,2.8065236736080386,0.0229155517669824
24,2.6840005232217865,0.021915137759527976
25,3.7655087596875614,0.030745762711031795
26,2.344124142059463,0.019140012475483213
27,3.013947107631577,0.02460918524128727
28,3.854461425837965,0.03147207029402116
29,2.8457641047604025,0.023235953885762564
30,2.1311995321590422,0.017401461339598842
31,1.9120438518214744,0.015612032878677486
32,3.6514273190115194,0.029814276123532987
33,2.5140730755115337,0.020527662834141213
34,2.9283532332290085,0.023910302535164556
35,1.928877806413612,0.01574948383322555
36,2.7115621136788515,0.02214018095401038
37,3.7455397373780266,0.03058271360912207
38,2.3069104519835224,0.01883615890410772
39,4.1851927395101445,0.034172525170168194
40,3.1808802935066804,0.025972211713688402
41,3.101724074326874,0.02532589311842727
42,2.1020787722473986,0.017163687367647545
43,2.866345906246903,0.02340400639209162
44,2.112168741698811,0.01724607299634023
45,2.565386016448342,0.020946638225445097
46,1.7029906582334342,0.013905092251463386
47,1.8119291387243452,0.014794586045006395
48,3.056033716315956,0.02495282668962886
49,3.516866990161299,0.02871557732738663
50,1.7781534514387094,0.014518804116730562
51,2.0168868937207898,0.016468086998813587
52,3.250722477987651,0.02654248026657585
53,1.8965461763627576,0.015485492779414559
54,2.8595383597099016,0.023348422080959032
55,4.605273735939816,0.037602529310355653
56,3.168550419359065,0.025871537034915133
57,1.3325864241133107,0.010880703937369085
58,1.4339468320374833,0.011708321996233614
59,2.957430772032049,0.024147723602360078
60,3.2764376631133865,0.026752447373387656
61,1.8862038747865608,0.015401046833211512
62,2.6471544012073407,0.021614285418828105
63,3.2038542373557504,0.026159796306156242
64,2.915476885196882,0.02380516584144106
65,2.543894921444245,0.020771161244892
66,2.639887416279744,0.021554949746421626
67,2.7881783479559883,0.022765760313728328
68,2.443033612088036,0.019947618376690766
69,3.048050262064025,0.024887640972184235
70,1.4051309722222936,0.01147303756463779
71,1.9935539782669895,0.016277571366615555
72,2.8567711017519097,0.023325827137761053
73,1.7119794700206743,0.01397848681562516
74,1.1707074789773628,0.009558945855607258
75,2.881881252042577,0.023530854073494235
76,1.2211565091406962,0.009970867327417149
77,1.6225614868856904,0.013248379872043019
78,1.691925592494047,0.013814744862221515
79,1.706626157684063,0.013934776474918595
80,1.0735998385899508,0.008766052077018012
81,3.200650248392194,0.026133635409796928
82,1.659045370004361,0.013546274495248395
83,0.913901014617846,0.0074620949067033746
84,1.8604595218644508,0.015190841568370242
85,3.270258687089637,0.02670199540454424
86,2.6907168331698617,0.021969977114615385
87,2.6791705178551064,0.021875700273553497
88,1.9894743192999,0.01624426053545061
89,2.6460275235005466,0.021605084347528426
90,2.6206049028753,0.0213975060596741
91,3.021665749576916,0.024672208739265403
92,1.571878861534966,0.012834551071725797
93,2.0876411188014155,0.017045802456129997
94,0.8956709615213304,0.00731324466561099
95,2.62799205956934,0.02145782294679854
96,1.7816372741753812,0.014547249884361148
97,2.2714747374353017,0.018546822684083673
98,1.61908009491258,0.013219953951844597
99,1.93073096326108,0.015764615047713364
100,1.5389667817527963,0.012565820586713435
101,0.7256653948526164,0.005925131890968427
102,0.6499178391486228,0.0053066453803145815
103,0.899111959143045,0.007341340761814266
104,1.2178504777252752,0.0099438732440407
105,1.3460004746914795,0.010990231027170458
106,0.7665263422475881,0.006258765689992704
107,1.87244192391453,0.015288679102061302
108,0.6449599581001262,0.005266163776368122
109,0.8493346614211323,0.006934904053835051
110,1.403352938635861,0.011458519739231048
111,0.9916828223619938,0.008097191292546092
112,0.7223383397715492,0.005897966147219762
113,1.9581241039824568,0.015988282832939613
114,1.204946926845584,0.00983851443629499
115,0.9175536518048384,0.007491919061522251
116,0.6836754490297767,0.005582279704740814
117,0.6843893879336506,0.005588109088638065
118,1.818872282462045,0.014851277521099418
119,1.067492624989878,0.008716186055676181
120,1.009461460435499,0.008242355683978462
121,0.8548026858069544,0.006979551030112055
122,1.010668965385928,0.008252215084937967
123,1.5200341361747791,0.012411233606418617
124,1.3223821405898362,0.010797384922629926
125,2.0348213757000506,0.016614523871616237
126,0.870254380953368,0.007105715695439843
127,1.6132734021991526,0.013172541714163936
128,1.1393864525442026,0.009303206483310643
129,0.8498993577058835,0.006939514856540023
130,0.8065674083361216,0.0065857050746077435
131,0.7010616250607314,0.005724239603605666
132,2.598250708216636,0.021214981782495545
133,1.0380446348672718,0.008475740215709106
134,1.3311506472042842,0.01086898067260776
135,1.1855506760114154,0.009680142071844432
136,1.2472654053376622,0.010184049125242917
137,2.2547891266590865,0.018410582971908174
138,1.8821619498008035,0.015368044103849067
139,1.3526520123856778,0.011044541510204967
140,1.631775096439766,0.013323609932876873
141,0.2295454193906311,0.0018742617389566802
142,1.087700872408332,0.00888118845497618
143,1.5484949557382863,0.01264361909818247
144,1.0397862116106815,0.00848996036727778
145,0.704418853829079,0.0057516517185855365
146,1.0018282348034158,0.008180029618901597
147,0.8298201454960612,0.006775566042866602
148,1.4780916565641309,0.012068768986650139
149,0.9018033410440658,0.0073633161692756525
150,1.0336657208280036,0.008439985936387095
151,1.8213004858143025,0.014871104048893457
152,1.0940205321698306,0.008932789120873348
153,2.0067596546240654,0.016385397059669318
154,0.7730723222974336,0.006312214284105229
155,1.660322158796966,0.013556699605838975
156,1.4147500203220926,0.011551578072509816
157,1.6105031563140948,0.013149922374237007
158,0.9643826463681509,0.00787428257379284
159,1.768653643184194,0.014441237214345273
160,1.1354197582068453,0.009270818019858044
161,1.2470248017503167,0.010182084572435832
162,0.6408602743811301,0.00523268944106343
163,1.5896443417644144,0.01297960802802072
164,1.70663394260993,0.013934840039631548
165,1.2796987919002591,0.01044887103134081
166,1.805886256762007,0.014745245298041769
167,0.900869365801952,0.007355690166255972
168,1.2430180517141074,0.010149369050120614
169,0.4661050820798717,0.0038057954891659346
170,2.5983989256506828,0.021216191992947216
171,0.7608347451692018,0.006212293219899874
172,0.615238861260685,0.0050234879922297585
173,1.384805987900567,0.011307081996627614
174,1.3134668758308086,0.010724590877447615
175,0.7222199624313097,0.005896999584174595
176,1.5402538320806145,0.012576329483784635
177,0.5131766524512572,0.004190139657626809
178,1.875441417722598,0.015313170274638927
179,2.1410020313016367,0.017481499743928118
180,0.7390484694497477,0.006034406058728317
181,0.2567397001618322,0.002096305812426821
182,0.8560461695755892,0.006989704201788288
183,0.7679670820003849,0.006270529476879104
184,1.614446369838256,0.013182119114457273
185,0.867649241860214,0.007084444469292439
186,1.5311454021062096,0.012501958224936112
187,0.2544588070783016,0.0020776820879871826
188,0.3042133124989146,0.0024839326945038545
189,0.2807574413941635,0.0022924131168871862
190,0.8449950707869717,0.006899470854122619
191,0.498524841451308,0.004070506127859452
192,0.771180504453705,0.006296767398643568
193,0.4845664615358385,0.00395653453355434
194,1.2677308565198833,0.010351151619481965
195,0.612119854250815,0.004998020982181569
196,1.2048318788968528,0.009837575058070739
197,0.9329674617652056,0.007617774390445643
198,0.869422752932605,0.007098925367911207
199,1.335361323355728,0.01090336127243301
200,0.9043281723925138,0.007383931674504539
201,1.777226930089649,0.014511238975507181
202,1.1418506817268594,0.009323327165680762
203,0.6249047749591884,0.005102411162490595
204,0.6944465765032924,0.005670227058090874
205,0.9355100134694811,0.0076385345841854845
206,0.632497580132643,0.005164407190404098
207,1.2866919519509137,0.010505970895725546
208,1.3374799328958138,0.010920659935204467
209,1.1791552963684682,0.009627923145399727
210,1.1385224582282454,0.00929615188168377
211,0.386099024013347,0.003152537872800038
212,0.2500652514347328,0.002041808258474145
213,0.3235222935326167,0.0026415924921412066
214,0.74065114225957,0.006047492045525573
215,1.5134098235658249,0.01235714541897924
216,0.5867899453066804,0.004791199694650418
217,1.5450779079047978,0.012615718554440433
218,2.3472565395453238,0.019165588820132293
219,0.389288062459274,0.0031785766966595168
220,0.8312467043346753,0.0067872140411437305
221,0.4310640944200426,0.003519682254406472
222,1.0130311598772583,0.008271502643656533
223,1.1209396800978282,0.009152586706643947
224,1.081942035306578,0.008834166963241102
225,2.118118213449036,0.01729465103940488
226,1.5498728686259895,0.01265486989731361
227,1.291344546670575,0.01054395980568978
228,0.2821643026042892,0.0023039002820206093
229,0.5546078233087466,0.0045284293893257145
230,0.7982778377005565,0.006518019885698883
231,1.5239461939839418,0.012443175957051295
232,0.5627491831064273,0.00459490442164124
233,0.2886345684022079,0.0023567306615512144
234,0.399303155082009,0.0032603509484164465
235,0.2908963990323516,0.0023751987391165716
236,0.9888187237102356,0.008073805635215885
237,1.1295587079807132,0.009222961947547369
238,0.3131637007274893,0.0025570135263939396
239,0.2115113159048223,0.0017270114464020892
240,0.7751938750117181,0.006329536978193915
241,1.439294782803325,0.011751988559168522
242,0.8101645705542013,0.0066150762706528015
243,0.531773398261543,0.0043419839820914435
244,0.2415791858091618,0.0019725186679499422
245,1.3292360151272802,0.010853347506606738
246,0.7747758154660009,0.006326123479404772
247,1.0774659861735794,0.008797619565981159
248,0.2947133003162753,0.0024063641270246554
249,0.5519055692372995,0.004506365209484974
250,0.2208590305157532,0.0018033364886898603
251,0.3580928253510669,0.002923864407018504
252,0.2665183195212866,0.0021761492358935166
253,0.2612364144879994,0.002133021943094674
254,1.2875892380505976,0.010513297328158828
255,0.8465197819485732,0.006911920276118216
256,0.3950599998535191,0.0032257051536176452
257,0.5897504391612411,0.00481537242863374
258,1.725098555008407,0.014085605481324972
259,0.2362918779751462,0.0019293472607326315
260,0.2593244356441143,0.0021174104410124207
261,0.5144861122053735,0.00420083152994715
262,0.564739443506469,0.004611155100606045
263,0.339353066424661,0.0027708523658883637
264,0.9459045408237232,0.00772340695918784
265,0.2446818467992354,0.0019978522110809093
266,1.103284938131412,0.009008433939550408
267,0.5809275448547819,0.004743332597608777
268,0.5154704575588958,0.0042088688100589645
269,0.2142462406680824,0.001749342385770478
270,0.5172278090178856,0.004223217763787722
271,0.8571936862626333,0.006999073792464724
272,1.301851297524827,0.010629748497004779
273,0.2579972424509876,0.002106573773355603
274,0.9867315239887277,0.008056763436813634
275,0.2485013090707259,0.002029038509713429
276,0.6470168703717742,0.005282958674656115
277,0.2268812484356322,0.0018525085116422348
278,0.9223059553063668,0.007530722103850302
279,1.3553836114813762,0.011066845295158844
280,0.6576040603039025,0.005369404159238349
281,1.1988137350314292,0.009788436300188118
282,0.2225853441462023,0.001817432015385969
283,0.2227056395037359,0.0018184142392377797
284,0.4514875774550357,0.0036864420744470404
285,0.3836844749119464,0.003132822833355552
286,0.9509856082986908,0.007764894392858571
287,0.578005376741353,0.004719472797207015
288,0.2479433612692207,0.0020244828090618004
289,0.2796509536789243,0.0022833785319462028
290,0.4570787085705245,0.003732094229715788
291,0.2190245775142117,0.0017883579930098729
292,0.3663603661386383,0.002991369719973755
293,0.2358391571805448,0.001925650749314525
294,0.3085186834959033,0.0025190864873919517
295,0.215810934506216,0.0017621182703940104
296,0.2087315203400573,0.0017043141323672825
297,0.2404947642912608,0.00196366425575867
298,0.2211451408042108,0.0018056726083484512
299,0.3937108267216749,0.0032146890175215434
300,0.3465835473502278,0.002829889979398673
