temperature,S
0,0.0
1,0.0025381412165340644
2,0.005997867519699727
3,0.0076631090874017226
4,0.008988049891136133
5,0.010132945532811083
6,0.011120638575775013
7,0.01188834317897634
8,0.012489992635949333
9,0.012935047548173085
10,0.013394301979600197
11,0.013852183064596084
12,0.014196309066692113
13,0.014563881318496456
14,0.014904088072301333
15,0.015184333376417282
16,0.015512447917758911
17,0.01587028151528444
18,0.016171384608232954
19,0.016368635470577632
20,0.016512922192105824
21,0.016641132904331425
22,0.01675796512481925
23,0.016890931676099705
24,0.017034793309286766
25,0.0171962473612007
26,0.017344367733303778
27,0.0174685009183119
28,0.017621855192112196
29,0.01776690595792794
30,0.017870974393803557
31,0.017952619234530124
32,0.018060757741648836
33,0.018177819434260643
34,0.01827766920068067
35,0.018364555310614962
36,0.018444793343804073
37,0.018553403094404994
38,0.01865302334317496
39,0.01875638496110136
40,0.0188713203165684
41,0.018966778831722705
42,0.0190441066956226
43,0.019115902568138533
44,0.019186440009112397
45,0.019251040657732595
46,0.019308885308498808
47,0.019355375803029658
48,0.019418258055880693
49,0.019501576991525323
50,0.01956760696143767
51,0.019613812416856984
52,0.019676597252835205
53,0.01973706725259271
54,0.019791656532415467
55,0.019875742278781083
56,0.019962059156022248
57,0.020011248252386094
58,0.020040839191323295
59,0.020086884268853213
60,0.02015131317787475
61,0.02020392798168952
62,0.02024921531994144
63,0.020306765152021147
64,0.0203660733213054
65,0.02041817292011558
66,0.020466854606038552
67,0.02051706053772889
68,0.0205647619034759
69,0.02061403813254032
70,0.020653561637816245
71,0.020683183085701655
72,0.020724864403836266
73,0.020763699660656547
74,0.020787858766769234
75,0.020821229027027183
76,0.020854751528381194
77,0.02087759904631446
78,0.02090390598448183
79,0.020930539354604545
80,0.020952084422007976
81,0.020984648034811752
82,0.021021402357751306
83,0.02104062223386664
84,0.02106102081990092
85,0.021098313724327904
86,0.021141228729130053
87,0.02117942009726424
88,0.021212271934893615
89,0.02124446897341427
90,0.021280670882995744
91,0.02131901018876513
92,0.02134994763209411
93,0.021374267451075377
94,0.021393938280072255
95,0.021416817425751727
96,0.021445251759428765
97,0.02147107419223129
98,0.021495643215377627
99,0.02151780388352209
100,0.021539268449602713
101,0.02155315562350487
102,0.021561495226971227
103,0.021570784923786043
104,0.021583358626071598
105,0.021598448262987922
106,0.021610782718696948
107,0.0216259964264453
108,0.021640435307714957
109,0.02164890247510155
110,0.021661544136638133
111,0.021674888335379557
112,0.02168435184467024
113,0.021698979382233908
114,0.02171614158677364
115,0.021727552057627726
116,0.021736086013389458
117,0.021743310117929356
118,0.02175639091274259
119,0.02177139168521213
120,0.02178208503078947
121,0.021791605834021024
122,0.021801047890994855
123,0.021813746368454696
124,0.021827909077385858
125,0.021844483609364692
126,0.021858746578092142
127,0.02187080992047165
128,0.021884100330684306
129,0.021893629229530885
130,0.021901498954132428
131,0.021908607864305388
132,0.02192400888879062
133,0.021940919071442584
134,0.02195183148073652
135,0.021963344918771218
136,0.021974389048033068
137,0.021990155515793783
138,0.022008670438101896
139,0.022023047098124523
140,0.022036203677157886
141,0.022044375319531177
142,0.022050088938731772
143,0.02206146253870166
144,0.02207256599979414
145,0.022079996533034465
146,0.022087206280987776
147,0.022094900152918356
148,0.02210451660114405
149,0.022114383631140894
150,0.022122346089425593
151,0.02213400524961224
152,0.022145852897558306
153,0.022158349233782276
154,0.022169506001140413
155,0.022179183699054646
156,0.022191352202102648
157,0.02220324155631216
158,0.022213306789855915
159,0.02222390453184259
160,0.022235112945921006
161,0.02224424324152029
162,0.022251441624177505
163,0.022259874609136587
164,0.022272275682434048
165,0.02228344846176218
166,0.022294911927082432
167,0.02230492277373398
168,0.02231279287514108
169,0.022319041132683064
170,0.022330140499295277
171,0.022342280310316594
172,0.022347217859312738
173,0.022354342547943936
174,0.022363910507305337
175,0.02237109302354239
176,0.02237901545705591
177,0.02238618266409024
178,0.02239444779578149
179,0.022408287367239176
180,0.022418171162401038
181,0.022421569539941975
182,0.022425335621235137
183,0.022430810704480452
184,0.022438789914048296
185,0.02244707268276574
186,0.02245502190514708
187,0.022460923065431432
188,0.022462755598844884
189,0.02246466487295502
190,0.02246831458213682
191,0.022472656106224426
192,0.022476732628343144
193,0.02248074802046583
194,0.02248631249452068
195,0.022492263523379512
196,0.022497976115614035
197,0.02250467101332174
198,0.02251028562216828
199,0.022517114876756044
200,0.022524024483117893
201,0.022532245368611703
202,0.022541162065589652
203,0.022546533174372343
204,0.022550521023018272
205,0.022555422472054137
206,0.022560118593263786
207,0.022565831248340242
208,0.022573610766241547
209,0.022581037168428842
210,0.022587843073855758
211,0.02259230392186271
212,0.022594155222970178
213,0.022595815224681844
214,0.022598878699413055
215,0.022605338063463234
216,0.022611339514404655
217,0.02261739083067941
218,0.022628394654213627
219,0.022636111860010782
220,0.02263952973169806
221,0.022643053994353252
222,0.02264706104936679
223,0.022652960445307364
224,0.022659024027426495
225,0.02266778650454315
226,0.02267779639341301
227,0.022685514696770662
228,0.022689775562668817
229,0.022692026740468628
230,0.022695651725811058
231,0.02270184523780172
232,0.022707395815445234
233,0.022709650061134797
234,0.02271146186358084
235,0.02271327310132739
236,0.02271661210906285
237,0.022722121573341636
238,0.02272586297555304
239,0.022727216844141536
240,0.022729748249873137
241,0.022735409151950985
242,0.022741142529235713
243,0.022744548214499928
244,0.022746503504363882
245,0.022750450156954285
246,0.02275572522116606
247,0.022760346208750892
248,0.022763760761821558
249,0.022765855327623166
250,0.022767762312880815
251,0.022769183421140957
252,0.022770711677678482
253,0.022771997489176278
254,0.022775751145358982
255,0.02278091177910011
256,0.022783903289766143
257,0.0227862642885811
258,0.022791789253309203
259,0.02279646378955067
260,0.0227976385983576
261,0.02279946480450534
262,0.022802003436135723
263,0.022804123200341576
264,0.02280712110820336
265,0.022809893255416953
266,0.02281301279984055
267,0.022816902804100085
268,0.02281942448812814
269,0.022821097663477632
270,0.022822766078212743
271,0.022825890371406272
272,0.022830780551098287
273,0.02283430626092904
274,0.02283710298751641
275,0.02283987424371316
