temperature,Cp,error
249,0.2029900583799891,0.0016574345104345162
250,0.2255626174251635,0.001841741755079267
251,0.341962689946131,0.002792160207849911
252,0.2167919995251384,0.0017701287662395663
253,0.2207305638522105,0.0018022875452918664
254,0.3806821989001409,0.0031083089438009156
255,0.22534562430289,0.0018399699841252935
256,0.2793980471963245,0.0022813135247457574
257,0.207447160991001,0.001693827207411873
258,0.2118451289632522,0.0017297370640381986
259,0.2255052235957057,0.0018412731286135743
260,0.583801749544433,0.004766800771768138
261,0.2072655175468358,0.0016923440701816252
262,0.2234889026952396,0.0018248096630073573
263,0.4292902340850349,0.00350519850402285
264,0.2172822445805591,0.0017741316670708133
265,0.2110291477799779,0.0017230744945319998
266,0.3162858121698469,0.002582505884449718
267,0.422860210140103,0.003452696703322343
268,0.2415189275810623,0.001972026653377471
269,0.2138852234412562,0.0017463946433274318
270,0.2358582394326522,0.0019258065578473765
271,0.2406335303700623,0.0019647972949317152
272,0.4328274890892299,0.0035340805515622674
273,0.2028815898019006,0.00165654885344197
274,0.2264488938407132,0.001848978292319758
275,0.2377336317849017,0.001941119327497428
276,0.2072810273306623,0.001692470709146945
277,0.2219414940614985,0.001812174913838973
278,0.4344007135086553,0.0035469260892512745
279,0.2134629515552305,0.001742946750350451
280,1.059312794598399,0.008649396907042316
281,0.2266457958275224,0.0018505860171054702
282,0.213690701621202,0.001744806352845802
283,0.2508745197541193,0.0020484160167626897
284,1.477063039735499,0.01206037022543299
285,0.7743523493405157,0.006322665835340916
286,0.2018903195908433,0.00164845503116277
287,0.2228001325064705,0.0018191857842335141
288,0.2133466334468957,0.0017419970011436122
289,0.2166265179049902,0.0017687775919492334
290,0.195949564642513,0.0015999481616737964
291,0.217014807305035,0.0017719480144655195
292,0.2198796387517405,0.001795339655141139
293,0.6555268911121704,0.0053524438611337825
294,0.201514658001792,0.001645387716009962
295,0.233392547034392,0.001905673928172763
296,0.2262115001645923,0.0018470399487648971
297,0.2219666272705322,0.0018123801290516929
298,0.2059079270481884,0.0016812592054278837
299,0.2249992544365243,0.0018371418388729065
300,0.3769846817910657,0.0030781183398451736
