
   864 atoms
     0 bonds
     0 angles
     0 dihedrals
     0 impropers

     1 atom types
     0 bond types
     0 angle types
     0 dihedral types

     0    35.106 xlo xhi
     0    35.106 ylo yhi
     0     19.29 zlo zhi

Atoms

     1     1       0.0        0.0        0.0
     2     1    2.9255        0.0    0.80375
     3     1    2.9255     2.9255     1.6075
     4     1     5.851     2.9255    2.41125
     5     1       0.0        0.0      3.215
     6     1    2.9255        0.0    4.01875
     7     1    2.9255     2.9255     4.8225
     8     1     5.851     2.9255    5.62625
     9     1       0.0        0.0       6.43
    10     1    2.9255        0.0    7.23375
    11     1    2.9255     2.9255     8.0375
    12     1     5.851     2.9255    8.84125
    13     1       0.0        0.0      9.645
    14     1    2.9255        0.0   10.44875
    15     1    2.9255     2.9255    11.2525
    16     1     5.851     2.9255   12.05625
    17     1       0.0        0.0      12.86
    18     1    2.9255        0.0   13.66375
    19     1    2.9255     2.9255    14.4675
    20     1     5.851     2.9255   15.27125
    21     1       0.0        0.0     16.075
    22     1    2.9255        0.0   16.87875
    23     1    2.9255     2.9255    17.6825
    24     1     5.851     2.9255   18.48625
    25     1       0.0      5.851        0.0
    26     1    2.9255      5.851    0.80375
    27     1    2.9255     8.7765     1.6075
    28     1     5.851     8.7765    2.41125
    29     1       0.0      5.851      3.215
    30     1    2.9255      5.851    4.01875
    31     1    2.9255     8.7765     4.8225
    32     1     5.851     8.7765    5.62625
    33     1       0.0      5.851       6.43
    34     1    2.9255      5.851    7.23375
    35     1    2.9255     8.7765     8.0375
    36     1     5.851     8.7765    8.84125
    37     1       0.0      5.851      9.645
    38     1    2.9255      5.851   10.44875
    39     1    2.9255     8.7765    11.2525
    40     1     5.851     8.7765   12.05625
    41     1       0.0      5.851      12.86
    42     1    2.9255      5.851   13.66375
    43     1    2.9255     8.7765    14.4675
    44     1     5.851     8.7765   15.27125
    45     1       0.0      5.851     16.075
    46     1    2.9255      5.851   16.87875
    47     1    2.9255     8.7765    17.6825
    48     1     5.851     8.7765   18.48625
    49     1       0.0     11.702        0.0
    50     1    2.9255     11.702    0.80375
    51     1    2.9255    14.6275     1.6075
    52     1     5.851    14.6275    2.41125
    53     1       0.0     11.702      3.215
    54     1    2.9255     11.702    4.01875
    55     1    2.9255    14.6275     4.8225
    56     1     5.851    14.6275    5.62625
    57     1       0.0     11.702       6.43
    58     1    2.9255     11.702    7.23375
    59     1    2.9255    14.6275     8.0375
    60     1     5.851    14.6275    8.84125
    61     1       0.0     11.702      9.645
    62     1    2.9255     11.702   10.44875
    63     1    2.9255    14.6275    11.2525
    64     1     5.851    14.6275   12.05625
    65     1       0.0     11.702      12.86
    66     1    2.9255     11.702   13.66375
    67     1    2.9255    14.6275    14.4675
    68     1     5.851    14.6275   15.27125
    69     1       0.0     11.702     16.075
    70     1    2.9255     11.702   16.87875
    71     1    2.9255    14.6275    17.6825
    72     1     5.851    14.6275   18.48625
    73     1       0.0     17.553        0.0
    74     1    2.9255     17.553    0.80375
    75     1    2.9255    20.4785     1.6075
    76     1     5.851    20.4785    2.41125
    77     1       0.0     17.553      3.215
    78     1    2.9255     17.553    4.01875
    79     1    2.9255    20.4785     4.8225
    80     1     5.851    20.4785    5.62625
    81     1       0.0     17.553       6.43
    82     1    2.9255     17.553    7.23375
    83     1    2.9255    20.4785     8.0375
    84     1     5.851    20.4785    8.84125
    85     1       0.0     17.553      9.645
    86     1    2.9255     17.553   10.44875
    87     1    2.9255    20.4785    11.2525
    88     1     5.851    20.4785   12.05625
    89     1       0.0     17.553      12.86
    90     1    2.9255     17.553   13.66375
    91     1    2.9255    20.4785    14.4675
    92     1     5.851    20.4785   15.27125
    93     1       0.0     17.553     16.075
    94     1    2.9255     17.553   16.87875
    95     1    2.9255    20.4785    17.6825
    96     1     5.851    20.4785   18.48625
    97     1       0.0     23.404        0.0
    98     1    2.9255     23.404    0.80375
    99     1    2.9255    26.3295     1.6075
   100     1     5.851    26.3295    2.41125
   101     1       0.0     23.404      3.215
   102     1    2.9255     23.404    4.01875
   103     1    2.9255    26.3295     4.8225
   104     1     5.851    26.3295    5.62625
   105     1       0.0     23.404       6.43
   106     1    2.9255     23.404    7.23375
   107     1    2.9255    26.3295     8.0375
   108     1     5.851    26.3295    8.84125
   109     1       0.0     23.404      9.645
   110     1    2.9255     23.404   10.44875
   111     1    2.9255    26.3295    11.2525
   112     1     5.851    26.3295   12.05625
   113     1       0.0     23.404      12.86
   114     1    2.9255     23.404   13.66375
   115     1    2.9255    26.3295    14.4675
   116     1     5.851    26.3295   15.27125
   117     1       0.0     23.404     16.075
   118     1    2.9255     23.404   16.87875
   119     1    2.9255    26.3295    17.6825
   120     1     5.851    26.3295   18.48625
   121     1       0.0     29.255        0.0
   122     1    2.9255     29.255    0.80375
   123     1    2.9255    32.1805     1.6075
   124     1     5.851    32.1805    2.41125
   125     1       0.0     29.255      3.215
   126     1    2.9255     29.255    4.01875
   127     1    2.9255    32.1805     4.8225
   128     1     5.851    32.1805    5.62625
   129     1       0.0     29.255       6.43
   130     1    2.9255     29.255    7.23375
   131     1    2.9255    32.1805     8.0375
   132     1     5.851    32.1805    8.84125
   133     1       0.0     29.255      9.645
   134     1    2.9255     29.255   10.44875
   135     1    2.9255    32.1805    11.2525
   136     1     5.851    32.1805   12.05625
   137     1       0.0     29.255      12.86
   138     1    2.9255     29.255   13.66375
   139     1    2.9255    32.1805    14.4675
   140     1     5.851    32.1805   15.27125
   141     1       0.0     29.255     16.075
   142     1    2.9255     29.255   16.87875
   143     1    2.9255    32.1805    17.6825
   144     1     5.851    32.1805   18.48625
   145     1     5.851        0.0        0.0
   146     1    8.7765        0.0    0.80375
   147     1    8.7765     2.9255     1.6075
   148     1    11.702     2.9255    2.41125
   149     1     5.851        0.0      3.215
   150     1    8.7765        0.0    4.01875
   151     1    8.7765     2.9255     4.8225
   152     1    11.702     2.9255    5.62625
   153     1     5.851        0.0       6.43
   154     1    8.7765        0.0    7.23375
   155     1    8.7765     2.9255     8.0375
   156     1    11.702     2.9255    8.84125
   157     1     5.851        0.0      9.645
   158     1    8.7765        0.0   10.44875
   159     1    8.7765     2.9255    11.2525
   160     1    11.702     2.9255   12.05625
   161     1     5.851        0.0      12.86
   162     1    8.7765        0.0   13.66375
   163     1    8.7765     2.9255    14.4675
   164     1    11.702     2.9255   15.27125
   165     1     5.851        0.0     16.075
   166     1    8.7765        0.0   16.87875
   167     1    8.7765     2.9255    17.6825
   168     1    11.702     2.9255   18.48625
   169     1     5.851      5.851        0.0
   170     1    8.7765      5.851    0.80375
   171     1    8.7765     8.7765     1.6075
   172     1    11.702     8.7765    2.41125
   173     1     5.851      5.851      3.215
   174     1    8.7765      5.851    4.01875
   175     1    8.7765     8.7765     4.8225
   176     1    11.702     8.7765    5.62625
   177     1     5.851      5.851       6.43
   178     1    8.7765      5.851    7.23375
   179     1    8.7765     8.7765     8.0375
   180     1    11.702     8.7765    8.84125
   181     1     5.851      5.851      9.645
   182     1    8.7765      5.851   10.44875
   183     1    8.7765     8.7765    11.2525
   184     1    11.702     8.7765   12.05625
   185     1     5.851      5.851      12.86
   186     1    8.7765      5.851   13.66375
   187     1    8.7765     8.7765    14.4675
   188     1    11.702     8.7765   15.27125
   189     1     5.851      5.851     16.075
   190     1    8.7765      5.851   16.87875
   191     1    8.7765     8.7765    17.6825
   192     1    11.702     8.7765   18.48625
   193     1     5.851     11.702        0.0
   194     1    8.7765     11.702    0.80375
   195     1    8.7765    14.6275     1.6075
   196     1    11.702    14.6275    2.41125
   197     1     5.851     11.702      3.215
   198     1    8.7765     11.702    4.01875
   199     1    8.7765    14.6275     4.8225
   200     1    11.702    14.6275    5.62625
   201     1     5.851     11.702       6.43
   202     1    8.7765     11.702    7.23375
